Filename,2026_02_12_1NIF_3PVP10_ASD_10Cmin_0C_150C_DSC_x3
Instrument name,DSC2A-00468 (192.168.1.100)
Operator,JLY
rundate,2/12/2026
Sample name,2026_02_12_1NIF_3PVP10_ASD_10Cmin_0C_150C_DSC_x3
proceduresegments,Data Off ; Equilibrate 0.00 °C; Data On ; Ramp 10.00 °C/min to 150.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to 0.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to 150.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to 0.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to 150.00 °C
[File Parameters]
Run date,2/12/2026 6:59:34 PM
Trios version,5.1.1.46572
Original File Name,
Current File Name,D:\DSC2500\JYarger\2026_02_12_1NIF_3PVP10_ASD_10Cmin_0C_150C_DSC_x3.tri
[Procedure]
Procedure Name,DSC_0C_150C_10Cmin_x3
Sample Name,2026_02_12_1NIF_3PVP10_ASD_10Cmin_0C_150C_DSC_x3
Sample Mass,2.42 mg
Reference Sample Mass,0 mg
Pan Mass,32.98 mg
Pan Number,53
Reference Pan Mass,32.54 mg
Reference Pan Number,19
Pan Type,Aluminum
Comments,DSC_Y1_Tray_Cannabinoid_Samples_Feb2026 Google Sheet.  Samples 1-17 are Tzero hermetic sealed pans/lids. All the others are Thermal Support press fit 5.6 mm pan/lids.
Project Name,Amorphous Pharma
Operator,JLY
Test,Custom
Unload Max Temperature,30
Unload Min Temperature,30
Load Max Temperature,30
Load Min Temperature,30
Stop on Gas Flow Error,Yes
[Signal List]
Signal #1,Time (min)
Signal #2,Temperature (°C)
Signal #3,Heat Flow (mW)
Signal #4,Delta T (µV)
Signal #5,Delta Tzero (µV)
Signal #6,Tzero Temperature (°C)
Signal #7,Cell Purge (mL/min)
Signal #8,Heater Temp (°C)
Signal #9,Power Delivered (W)
Signal #10,Reference Junction Temperature (°C)
Signal #11,Flange Temperature (°C)
Signal #12,Heat Flow Phase (rad)
Signal #13,Total Heat Capacity (J/°C)
Signal #14,Heat Capacity (J/°C)
[Configuration]
Company Name,ASU
Instrument Name,DSC2A-00468
Instrument Type,DSC2500
Serial Number,DSC2A-00468
IP,192.168.1.100
Location of Instrument,MRRC
DisplayType,Unknown
Sample Interval ,0.1 s/pt
Selected Heat Flow,T4P
Exotherm Direction,Down
Cell Serial,DRC2-00792
Lid Type,Standard
Cooler,RCS 90
Leave Cooler on at End of Sequence,On
